batch_size | beta | epoch | initializer | rbf_neurons,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_betas,param_epochs,param_initializer,param_rbf_neurons,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
16_0.1_50_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_50,298.5286183357239,0.40000421571722977,1.79685640335083,0.15576092449635237,16,0.1,50,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,50,"{'batch_size': 16, 'betas': 0.1, 'epochs': 50, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 50}",0.9317499995231628,0.9301000237464905,0.9151999950408936,0.925683339436849,0.007443385757796809,1
16_0.1_50_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_50,415.79447452227276,2.393483521803611,1.7062933444976807,0.022963505471024406,16,0.1,50,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,50,"{'batch_size': 16, 'betas': 0.1, 'epochs': 50, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 50}",0.9254000186920166,0.9125499725341797,0.9222999811172485,0.9200833241144816,0.0054751619620227706,2
32_0.1_50_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_50,402.8801540533702,3.861782144226659,1.5252761840820312,0.013585390566532877,32,0.1,50,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,50,"{'batch_size': 32, 'betas': 0.1, 'epochs': 50, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 50}",0.9184499979019165,0.9114500284194946,0.9198499917984009,0.9165833393732706,0.003674520988162148,3
64_0.1_50_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_50,443.2159782250722,37.55870042139611,1.7031981945037842,0.22940458439298078,64,0.1,50,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,50,"{'batch_size': 64, 'betas': 0.1, 'epochs': 50, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 50}",0.9134500026702881,0.9103500247001648,0.9139000177383423,0.9125666817029318,0.0015781433376609994,4
32_0.1_50_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_50,332.51356315612793,1.5077124309528926,1.747977574666341,0.028646024294614086,32,0.1,50,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,50,"{'batch_size': 32, 'betas': 0.1, 'epochs': 50, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 50}",0.922249972820282,0.9000499844551086,0.913349986076355,0.9118833144505819,0.009122251735795787,5
64_0.1_50_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_50,291.77559248606366,0.6180365332536866,1.5737981001536052,0.018537601007052297,64,0.1,50,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,50,"{'batch_size': 64, 'betas': 0.1, 'epochs': 50, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 50}",0.9035999774932861,0.9020500183105469,0.9108499884605408,0.9054999947547913,0.0038355719135229347,6
16_0.1_50_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_20,227.78823932011923,3.7386422341907792,1.1067969004313152,0.010959235701835055,16,0.1,50,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,20,"{'batch_size': 16, 'betas': 0.1, 'epochs': 50, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 20}",0.9074000120162964,0.9005500078201294,0.9053500294685364,0.9044333497683207,0.0028706405355445152,7
16_0.1_20_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_50,232.78222703933716,4.347089435115014,2.0188635190327964,0.4777247326678191,16,0.1,20,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,50,"{'batch_size': 16, 'betas': 0.1, 'epochs': 20, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 50}",0.8953999876976013,0.9024999737739563,0.9057999849319458,0.9012333154678345,0.004339224436612591,8
16_0.1_20_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_50,118.74038290977478,0.04911759657706975,1.6848355929056804,0.014071285406164829,16,0.1,20,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,50,"{'batch_size': 16, 'betas': 0.1, 'epochs': 20, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 50}",0.8937000036239624,0.9031500220298767,0.9059000015258789,0.9009166757265726,0.005224995310017234,9
32_1.0_50_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_50,311.8969666163127,19.099471250212606,1.7764635880788167,0.18652107888997804,32,1.0,50,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,50,"{'batch_size': 32, 'betas': 1.0, 'epochs': 50, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 50}",0.9002500176429749,0.894349992275238,0.9068499803543091,0.9004833300908407,0.005105764814924166,10
32_0.1_20_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_50,112.65683229764302,1.123284593660432,1.4986035823822021,0.020727607275605065,32,0.1,20,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,50,"{'batch_size': 32, 'betas': 0.1, 'epochs': 20, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 50}",0.9053000211715698,0.8907999992370605,0.8996000289916992,0.8985666831334432,0.00596453472744766,11
16_1.0_50_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_50,406.7802969614665,4.78720481907598,1.6828498045603435,0.00950745599686969,16,1.0,50,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,50,"{'batch_size': 16, 'betas': 1.0, 'epochs': 50, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 50}",0.8969500064849854,0.9008499979972839,0.8971999883651733,0.8983333309491476,0.001782476275389052,12
16_0.1_50_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_20,167.27106086413065,0.7157670180281971,1.1665882269541423,0.0867925229153793,16,0.1,50,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,20,"{'batch_size': 16, 'betas': 0.1, 'epochs': 50, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 20}",0.9003999829292297,0.8922500014305115,0.899150013923645,0.897266666094462,0.003583833970450135,13
16_1.0_50_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_50,285.6600734392802,1.6510659100170848,1.68874724706014,0.02151664585669143,16,1.0,50,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,50,"{'batch_size': 16, 'betas': 1.0, 'epochs': 50, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 50}",0.8899999856948853,0.8985999822616577,0.9024500250816345,0.8970166643460592,0.005204551975549449,14
32_0.1_50_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_20,190.8200922012329,0.7764545721277749,1.0274052619934082,0.2552166219756127,32,0.1,50,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,20,"{'batch_size': 32, 'betas': 0.1, 'epochs': 50, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 20}",0.8849499821662903,0.8949000239372253,0.9017000198364258,0.8938500086466471,0.006878364125796946,15
32_0.1_50_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_20,145.0461684068044,2.2942171987632243,1.14449938138326,0.2051881578050274,32,0.1,50,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,20,"{'batch_size': 32, 'betas': 0.1, 'epochs': 50, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 20}",0.8947499990463257,0.8920000195503235,0.8924499750137329,0.8930666645367941,0.0012043881663866057,16
32_0.1_20_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_50,227.6912439664205,1.6429268711432023,1.4885611534118652,0.021900044277999197,32,0.1,20,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,50,"{'batch_size': 32, 'betas': 0.1, 'epochs': 20, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 50}",0.8929499983787537,0.8817999958992004,0.8979499936103821,0.8908999959627787,0.0067506784324204705,17
64_0.1_20_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_50,229.67844851811728,1.7626123783714152,1.5755948225657146,0.040025714114992686,64,0.1,20,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,50,"{'batch_size': 64, 'betas': 0.1, 'epochs': 20, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 50}",0.8952500224113464,0.8863499760627747,0.8849999904632568,0.888866662979126,0.004547238979895001,18
16_0.1_10_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_50,59.10954229036967,1.1711806714424045,1.6757935682932537,0.0037442796040114425,16,0.1,10,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,50,"{'batch_size': 16, 'betas': 0.1, 'epochs': 10, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 50}",0.8928499817848206,0.8764500021934509,0.8964499831199646,0.8885833223660787,0.008704523583052728,19
64_0.1_50_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_20,183.28502718607584,14.159333092621806,0.7488857905069987,0.03907993961988692,64,0.1,50,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,20,"{'batch_size': 64, 'betas': 0.1, 'epochs': 50, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 20}",0.8916000127792358,0.8772500157356262,0.8913499712944031,0.886733333269755,0.006706495049620219,20
16_0.1_50_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_10,168.25087436040243,2.0967035728922294,1.2074536482493083,0.18430919417450622,16,0.1,50,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,10,"{'batch_size': 16, 'betas': 0.1, 'epochs': 50, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 10}",0.8824999928474426,0.8805999755859375,0.8945000171661377,0.885866661866506,0.006153786595572091,21
32_0.1_10_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_50,171.4564743836721,0.7644993527471122,1.4892226060231526,0.00962695855491509,32,0.1,10,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,50,"{'batch_size': 32, 'betas': 0.1, 'epochs': 10, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 50}",0.8866000175476074,0.8823000192642212,0.8872500061988831,0.8853833476702372,0.002196331313229071,22
64_0.1_50_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_20,118.74782156944275,1.4646312358645144,0.7167185147603353,0.006832674432194408,64,0.1,50,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,20,"{'batch_size': 64, 'betas': 0.1, 'epochs': 50, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 20}",0.8871999979019165,0.8797500133514404,0.8885999917984009,0.8851833343505859,0.003884218371595932,23
32_1.0_50_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_50,411.4220647017161,1.025703506214442,1.8790833950042725,0.12263190364554717,32,1.0,50,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,50,"{'batch_size': 32, 'betas': 1.0, 'epochs': 50, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 50}",0.8830000162124634,0.8797500133514404,0.8919000029563904,0.8848833441734314,0.005135870910015875,24
64_1.0_50_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_50,293.5689914226532,0.9015410556219778,1.632323980331421,0.046049460491536034,64,1.0,50,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,50,"{'batch_size': 64, 'betas': 1.0, 'epochs': 50, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 50}",0.8878999948501587,0.8674499988555908,0.890250027179718,0.8818666736284891,0.010239174661339862,25
64_1.0_50_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_50,404.81707461675006,0.465605960447253,1.6026567618052165,0.046253523641289325,64,1.0,50,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,50,"{'batch_size': 64, 'betas': 1.0, 'epochs': 50, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 50}",0.8809000253677368,0.8715000152587891,0.8920999765396118,0.8815000057220459,0.008420593150604725,26
64_0.1_20_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_50,116.41871277491252,0.15396584757014964,1.5637540817260742,0.03431391965068766,64,0.1,20,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,50,"{'batch_size': 64, 'betas': 0.1, 'epochs': 20, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 50}",0.8857499957084656,0.86080002784729,0.8974999785423279,0.8813500006993612,0.01530232144294148,27
16_1.0_50_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_20,179.62387323379517,16.022438868665898,1.2042187849680583,0.12408285335231894,16,1.0,50,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,20,"{'batch_size': 16, 'betas': 1.0, 'epochs': 50, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 20}",0.8813499808311462,0.8797000050544739,0.8829500079154968,0.8813333312670389,0.0013268603431039908,28
16_0.1_20_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_20,133.58142280578613,7.421354750660151,1.6208455562591553,0.7407083726879548,16,0.1,20,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,20,"{'batch_size': 16, 'betas': 0.1, 'epochs': 20, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 20}",0.8777499794960022,0.8793500065803528,0.8852499723434448,0.8807833194732666,0.003225240307808332,29
16_0.1_10_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_50,174.86498800913492,0.946222864339519,1.6984726587931316,0.02161304959217796,16,0.1,10,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,50,"{'batch_size': 16, 'betas': 0.1, 'epochs': 10, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 50}",0.8878499865531921,0.8722000122070312,0.8755000233650208,0.878516674041748,0.00673575337226272,30
16_0.1_20_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_20,71.70454740524292,7.490428888519795,1.1900437672932942,0.13133465868075575,16,0.1,20,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,20,"{'batch_size': 16, 'betas': 0.1, 'epochs': 20, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 20}",0.8840000033378601,0.8742499947547913,0.8766000270843506,0.8782833417256674,0.004154582047068233,31
32_0.1_10_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_50,58.254337867101036,0.31558631858694935,1.4940131505330403,0.018477002169780925,32,0.1,10,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,50,"{'batch_size': 32, 'betas': 0.1, 'epochs': 10, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 50}",0.8769500255584717,0.8811500072479248,0.8648499846458435,0.87431667248408,0.006910069730371583,32
32_0.1_50_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_10,139.33608102798462,3.4867943222494477,0.7149454752604166,0.03612874271907184,32,0.1,50,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,10,"{'batch_size': 32, 'betas': 0.1, 'epochs': 50, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 10}",0.8809000253677368,0.861050009727478,0.8781999945640564,0.8733833432197571,0.008790368890971336,33
16_1.0_20_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_50,228.10706901550293,2.1113250173050826,1.7896356582641602,0.0951575062196078,16,1.0,20,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,50,"{'batch_size': 16, 'betas': 1.0, 'epochs': 20, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 50}",0.8796499967575073,0.8668000102043152,0.8690999746322632,0.8718499938646952,0.005594788821654445,34
32_0.1_20_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_20,51.695927143096924,0.5806026404545382,1.0200799306233723,0.26549417413938275,32,0.1,20,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,20,"{'batch_size': 32, 'betas': 0.1, 'epochs': 20, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 20}",0.8679999709129333,0.8679500222206116,0.8736500144004822,0.869866669178009,0.0026753067764618372,35
16_0.1_50_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_10,124.53329054514568,0.917806982251759,0.9133438269297282,0.0029881661305736088,16,0.1,50,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,10,"{'batch_size': 16, 'betas': 0.1, 'epochs': 50, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 10}",0.8698499798774719,0.866599977016449,0.8731499910354614,0.8698666493097941,0.00267405800420701,36
64_0.1_10_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_50,58.8341072400411,0.36321424167716737,1.6072877248128254,0.034129815260026904,64,0.1,10,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,50,"{'batch_size': 64, 'betas': 0.1, 'epochs': 10, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 50}",0.8716999888420105,0.8551499843597412,0.8788999915122986,0.8685833215713501,0.009943202740017454,37
32_1.0_50_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_20,147.9755695660909,3.8427796764709967,1.2517273426055908,0.16590491766215365,32,1.0,50,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,20,"{'batch_size': 32, 'betas': 1.0, 'epochs': 50, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 20}",0.8689000010490417,0.8466500043869019,0.8884999752044678,0.8680166602134705,0.017096592889259556,38
32_0.1_20_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_20,111.26536615689595,2.9721182681218496,1.2158705393473308,0.2372787224345194,32,0.1,20,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,20,"{'batch_size': 32, 'betas': 0.1, 'epochs': 20, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 20}",0.8773499727249146,0.8417500257492065,0.8812000155448914,0.8667666713396708,0.01775913145169897,39
64_0.1_50_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_10,114.11740112304688,5.009078575545719,0.5743048191070557,0.09668178668554506,64,0.1,50,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,10,"{'batch_size': 64, 'betas': 0.1, 'epochs': 50, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 10}",0.8665500283241272,0.8618000149726868,0.8709499835968018,0.866433342297872,0.003736370179475853,40
64_0.1_10_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_50,172.13229592641196,1.9290767886961557,1.5480335553487141,0.01743103952884343,64,0.1,10,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,50,"{'batch_size': 64, 'betas': 0.1, 'epochs': 10, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 50}",0.8640999794006348,0.8603500127792358,0.8738499879837036,0.866099993387858,0.005689895991558359,41
32_0.1_50_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_10,97.03325088818868,6.101735002335248,0.7006715138753256,0.024481081370119867,32,0.1,50,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,10,"{'batch_size': 32, 'betas': 0.1, 'epochs': 50, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 10}",0.8830500245094299,0.8259999752044678,0.8682000041007996,0.859083334604899,0.02416626130852357,42
32_1.0_20_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_50,240.97004294395447,7.764025513893856,1.8092768987019856,0.04761095795691968,32,1.0,20,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,50,"{'batch_size': 32, 'betas': 1.0, 'epochs': 20, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 50}",0.8555499911308289,0.8676000237464905,0.8466500043869019,0.8566000064214071,0.008584976290963981,43
64_0.1_20_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_20,103.21381680170695,2.253777296506418,0.7151583035786947,0.006808169956696071,64,0.1,20,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,20,"{'batch_size': 64, 'betas': 0.1, 'epochs': 20, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 20}",0.8464499711990356,0.8519999980926514,0.8575999736785889,0.8520166476567587,0.004551984675538021,44
64_0.1_20_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_20,46.41965516408285,0.37728755955855814,0.72060227394104,0.03178194813210576,64,0.1,20,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,20,"{'batch_size': 64, 'betas': 0.1, 'epochs': 20, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 20}",0.8435999751091003,0.8464000225067139,0.8608499765396118,0.8502833247184753,0.00755868879233542,45
16_0.1_10_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_20,99.09350601832072,6.0010216044597255,1.1091418266296387,0.00768048418946458,16,0.1,10,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,20,"{'batch_size': 16, 'betas': 0.1, 'epochs': 10, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 20}",0.8522999882698059,0.822700023651123,0.8695499897003174,0.8481833338737488,0.01934666142198007,46
16_2.0_50_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_50,301.9492925008138,1.9614131887022728,2.0487747192382812,0.47589846566751676,16,2.0,50,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,50,"{'batch_size': 16, 'betas': 2.0, 'epochs': 50, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 50}",0.8512499928474426,0.8522999882698059,0.8338500261306763,0.845800002415975,0.008460775083136939,47
16_1.0_10_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_50,175.22516123453775,0.31581264177218626,1.7011077404022217,0.013687685224744756,16,1.0,10,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,50,"{'batch_size': 16, 'betas': 1.0, 'epochs': 10, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 50}",0.8491500020027161,0.8220999836921692,0.8595499992370605,0.8435999949773153,0.015784546230720935,48
16_0.1_10_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_20,32.81480487187704,0.09873912501794516,1.1020948886871338,0.005855445133908401,16,0.1,10,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,20,"{'batch_size': 16, 'betas': 0.1, 'epochs': 10, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 20}",0.86080002784729,0.8427000045776367,0.8228499889373779,0.8421166737874349,0.015498528304843632,49
16_0.1_20_<__main__.InitCentersKMeans object at 0x7fe2dea7c340>_10,128.70170124371847,2.859513272270344,1.102246920267741,0.21059377122800318,16,0.1,20,<__main__.InitCentersKMeans object at 0x7fe2dea7c340>,10,"{'batch_size': 16, 'betas': 0.1, 'epochs': 20, 'initializer': <__main__.InitCentersKMeans object at 0x7fe2dea7c340>, 'rbf_neurons': 10}",0.855650007724762,0.8345000147819519,0.8360999822616577,0.8420833349227905,0.009615297955891007,50
16_0.1_20_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_10,50.01020693778992,0.33768108502459454,1.1344459056854248,0.31732034634395134,16,0.1,20,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,10,"{'batch_size': 16, 'betas': 0.1, 'epochs': 20, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 10}",0.8440499901771545,0.8379499912261963,0.836899995803833,0.8396333257357279,0.003152334181509265,51
64_1.0_50_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_20,111.95458889007568,1.7209225228553218,0.6995135943094889,0.005798676199387211,64,1.0,50,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,20,"{'batch_size': 64, 'betas': 1.0, 'epochs': 50, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 20}",0.8348000049591064,0.8238000273704529,0.8562999963760376,0.8383000095685323,0.013496901386132881,52
64_0.1_50_<__main__.InitCentersRandom object at 0x7fe2dea7cf70>_10,69.58124764760335,0.13720736922139967,0.6043014526367188,0.13897526559346762,64,0.1,50,<__main__.InitCentersRandom object at 0x7fe2dea7cf70>,10,"{'batch_size': 64, 'betas': 0.1, 'epochs': 50, 'initializer': <__main__.InitCentersRandom object at 0x7fe2dea7cf70>, 'rbf_neurons': 10}",0.8488500118255615,0.8080000281333923,0.8440499901771545,0.8336333433787028,0.01823111241450346,53
